"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier","First Year","Last Year","HLY First Year","HLY Last Year","DLY First Year","DLY Last Year","MLY First Year","MLY Last Year"
"PETERS CORNERS","ONTARIO","43.30","-80.10","243.80","6156470","","","1952","1970","","","1952","1970","1952","1970"
"PETERSFIELD","MANITOBA","50.32","-96.98","222.50","5022070","","","1960","1977","","","1960","1977","1960","1977"
"PETIT LAC","QUEBEC","45.40","-71.58","","7026005","","","1973","1981","","","1973","1981","1973","1981"
"PETIT LAC OPINACA","QUEBEC","52.37","-76.77","","7096007","","","1960","1960","","","1960","1960","1960","1960"
"PETIT ROCHER","NEW BRUNSWICK","47.80","-65.73","12.20","8103910","","","1980","1982","","","1980","1982","1980","1982"
"PETIT SAGUENAY","QUEBEC","48.18","-70.05","122.00","7046010","","","1963","2004","","","1963","2004","1963","2004"
"PETITCODIAC","NEW BRUNSWICK","45.93","-65.17","29.30","8103900","","","1934","1954","","","1934","1954","1934","1954"
"PETITE MATANE","QUEBEC","48.87","-67.45","3.00","7056003","","","1972","1985","","","1972","1985","1972","1985"
"PETITE RIV ST FRANCOIS","QUEBEC","47.32","-70.57","15.00","7046004","","","1972","2004","","","1972","2004","1972","2004"
"PETITOT LO","ALBERTA","59.53","-119.62","777.20","3075171","","","1974","2011","","","1974","2011","1974","2007"
"PETROLIA","ONTARIO","42.90","-82.17","201.20","6126497","","","1953","1964","","","1953","1964","1953","1964"
"PETROLIA ROKEBY","ONTARIO","42.86","-82.05","208.00","6126498","","","2005","2014","","","2005","2014","2005","2006"
"PETROLIA TOWN","ONTARIO","42.88","-82.17","201.20","6126499","","","1960","2005","","","1960","2005","1960","2005"
"PETTY HARBOUR","NEWFOUNDLAND","47.47","-52.72","6.10","8402925","","","1955","1999","","","1955","1999","1955","1999"
"PHILIPSBURG","QUEBEC","45.03","-73.08","53.30","7026040","","","1950","2015","","","1950","2015","1950","2015"
"PHILLIPS ARM","BRITISH COLUMBIA","50.55","-125.37","1.50","1066JFQ","","","1973","1977","","","1973","1977","1973","1977"
"PIBROCH","ALBERTA","54.27","-113.97","609.60","3065172","","","1969","1973","","","1969","1973","1969","1973"
"PICADELLY","ALBERTA","57.65","-114.53","456.00","3075172","","","1989","2011","","","1989","2011","1989","2007"
"PICCADILLY","NEWFOUNDLAND","48.55","-58.92","13.10","8402945","","","1980","1989","","","1980","1989","1980","1989"
"PICKEREL NARROWS","MANITOBA","56.22","-100.58","265.20","5062075","","","1963","1978","","","1963","1978","1963","1978"
"PICKERING","ONTARIO","43.85","-79.05","91.40","6156513","","","1965","1976","","","1965","1976","1965","1976"
"PICKERING AUDLEY","ONTARIO","43.90","-79.05","109.70","6156515","","","1958","1985","","","1958","1985","1958","1985"
"PICKERING DUNBARTON","ONTARIO","43.83","-79.12","107.00","6156516","","","1986","1990","","","1986","1990","1986","1989"
"PICKERING FIRE HALL #5","ONTARIO","43.83","-79.08","83.80","6156518","","","1973","1974","","","1973","1974","1973","1974"
"PICKLE LAKE (AUT)","ONTARIO","51.45","-90.22","390.80","6016525","71835","WPL","1930","2022","1955","2022","1930","2022","1930","2006"
"PICKLE LAKE A","ONTARIO","51.45","-90.21","386.20","6016529","71845","YPL","2012","2019","2012","2019","2012","2018","",""
"PICKLE LAKE A","ONTARIO","51.45","-90.21","386.20","6016527","71845","YPL","1990","2012","1990","2012","1990","2012","1990","2012"
"PICKLE LAKE A","ONTARIO","51.45","-90.21","386.20","6016528","","YPL","2013","2022","2013","2022","2018","2022","",""
"PICTON","ONTARIO","44.02","-77.13","76.20","6156533","","","1915","1995","","","1915","1995","1915","1995"
"PICTON A","ONTARIO","43.98","-77.15","97.50","6156535","","","1956","1961","","","1956","1957","1956","1961"
"PICTOU","NOVA SCOTIA","45.70","-62.68","24.40","8204420","","","1870","1906","","","1870","1906","1870","1906"
"PICTOU","NOVA SCOTIA","45.68","-62.70","22.90","8204421","","","1966","1966","","","1966","1966","1966","1966"
"PICTOU LYONS BROOK","NOVA SCOTIA","45.67","-62.78","15.20","8204423","","","1968","1972","","","1968","1972","1969","1972"
"PICTURE BUTTE","ALBERTA","49.88","-112.78","899.20","3035173","","","1965","1978","","","1965","1978","1965","1978"
"PICTURE BUTTE WEST","ALBERTA","49.87","-112.79","901.00","303N1G3","","","1987","2022","","","1987","2022","1987","2007"
"PIERCELAND","SASKATCHEWAN","54.35","-109.75","548.60","4066090","","","1956","1970","","","1956","1970","1956","1970"
"PIERCELAND EXP ST","SASKATCHEWAN","54.40","-109.75","548.60","4066106","","","1955","1960","","","1955","1960","1955","1960"
"PIERRES BROOK","NEWFOUNDLAND","47.28","-52.82","15.20","8402950","","","1955","1978","","","1955","1978","1956","1978"
"PIERREVILLE","QUEBEC","46.08","-72.83","15.20","7026043","","","1980","2022","","","1980","2022","1981","2018"
"PIERS ISLAND","BRITISH COLUMBIA","48.70","-123.42","17.10","1016169","","","1973","1985","","","1973","1985","1973","1985"
"PIERSON","MANITOBA","49.18","-101.27","469.00","5012080","","","1904","2007","","","1904","2007","1904","2007"
"PIGEON LAKE","MANITOBA","49.95","-97.60","237.70","5022100","","","1988","1998","","","1988","1998","1988","1998"
"PIGEON LO","ALBERTA","51.05","-115.07","1828.80","3055175","","","1960","1996","","","1960","1996","1960","1996"
"PIGEON RIVER","ONTARIO","48.08","-89.63","289.60","604FNL6","","","1970","1978","","","1970","1978","1970","1978"
"PIKWITONEI A","MANITOBA","55.58","-97.17","192.00","5062111","","","1987","1995","","","1987","1995","1987","1995"
"PILGER","SASKATCHEWAN","52.42","-105.15","552.00","4056120","","","1911","2011","","","1911","2011","1911","2007"
"PILGER","SASKATCHEWAN","52.42","-105.15","552.00","4056121","71655","PUN","2012","2022","2012","2022","2014","2022","",""
"PILOT MOUND","MANITOBA","49.12","-98.80","472.10","5022119","","","1885","1899","","","1885","1899","1885","1899"
"PILOT MOUND","MANITOBA","49.20","-98.88","474.60","5022120","","","1883","1957","","","1883","1957","1883","1957"
"PILOT MOUND (AUT)","MANITOBA","49.19","-98.90","470.30","5022125","71148","WPO","1957","2022","1957","2022","1957","2022","1957","2007"
"PILOT MOUND 2","MANITOBA","49.20","-98.90","472.40","5022129","","","1987","2005","","","1987","2005","1987","2005"
"PIMPLE LO","ALBERTA","54.50","-115.47","1103.10","3065180","","","1956","1975","","","1956","1975","1956","1975"
"PINANTAN LAKE","BRITISH COLUMBIA","50.72","-119.95","960.00","1166JFR","","","1986","2006","","","1986","2006","1986","2006"
"PINARD","ONTARIO","49.85","-81.60","231.60","6076540","","","1963","1982","","","1963","1982","1963","1982"
"PINAWA","MANITOBA","50.22","-95.92","259.10","5032160","","","1915","1951","","","1915","1951","1915","1951"
"PINAWA","MANITOBA","50.18","-96.06","268.00","503B1ER","71448","WEA","1992","2022","1994","2022","1992","2022","1996","2007"
"PINAWA CANWARN","MANITOBA","50.15","-95.89","277.70","5032161","","","2005","2022","","","2005","2022","2005","2007"
"PINAWA WNRE","MANITOBA","50.18","-96.06","266.70","5032162","","","1963","2017","","","1963","2017","1963","2007"
"PINCHER CREEK","ALBERTA","49.50","-113.95","1155.20","3035201","","","1960","1979","1960","1979","1960","1979","1960","1979"
"PINCHER CREEK","ALBERTA","49.52","-114.00","1189.60","3035198","71085","ZPC","2011","2022","2011","2022","2011","2022","",""
"PINCHER CREEK (AUT)","ALBERTA","49.52","-114.00","1189.60","3035206","","PPX","1992","2012","1994","2012","1992","2011","2000","2007"
"PINCHER CREEK A","ALBERTA","49.52","-114.00","1189.90","3035202","","","1979","1994","1979","1994","1979","1994","1979","1994"
"PINCHER CREEK CLIMATE","ALBERTA","49.52","-114.00","1190.00","3035208","71736","PCK","1996","2022","2010","2022","1996","2022","1996","2007"
"PINCHER CREEK EXP ST","ALBERTA","49.48","-113.93","1149.10","3035216","","","1954","1962","","","1954","1962","1954","1962"
"PINCHER CREEK KERR","ALBERTA","49.38","-113.93","1333.50","3035218","","","1962","1964","","","1962","1964","1962","1964"
"PINCHER CREEK TOWN","ALBERTA","49.52","-113.97","1145.40","3035220","","","1893","1963","","","1893","1963","1893","1963"
"PINCHER CREEK WEST","ALBERTA","49.52","-114.03","1146.00","3035221","","","1961","1965","","","1961","1965","1961","1965"
"PINCHER CRK SPRINGRIDGE","ALBERTA","49.45","-113.65","1158.20","3035219","","","1962","1969","","","1962","1969","1962","1969"
"PINE COULEE FP","ALBERTA","50.12","-113.75","1040.00","3035228","","","1999","2005","","","1999","2005","1999","2005"
"PINE COULEE RESERVOIR","ALBERTA","50.12","-113.75","1050.00","3035224","","","1999","2007","","","1999","2007","2002","2007"
"PINE DOCK","MANITOBA","51.63","-96.80","219.50","5032163","","","1966","1997","","","1966","1997","1966","1997"
"PINE FALLS","MANITOBA","50.57","-96.22","231.00","5032164","","","1959","1994","","","1959","1994","1959","1994"
"PINE GROVE","ONTARIO","43.80","-79.58","182.90","6156545","","","1957","1996","","","1957","1996","1957","1996"
"PINE ISLAND","BRITISH COLUMBIA","50.98","-127.73","28.00","1026170","","WPI","1984","2018","1994","2001","1984","2018","1984","2007"
"PINE LAKE","ALBERTA","52.17","-113.50","944.90","3025222","","","1960","1981","","","1960","1981","1960","1981"
"PINE LAKE NORTH","ALBERTA","52.20","-113.48","899.20","3025K22","","","1981","1992","","","1981","1992","1981","1992"
"PINE PASS","BRITISH COLUMBIA","55.35","-122.60","944.90","1186171","","","1962","1981","","","1962","1981","1962","1981"
"PINE PASS MT LEMORAY","BRITISH COLUMBIA","55.54","-122.48","679.70","1186A71","","","1974","2004","","","1974","2004","1974","2004"
"PINE POINT","NORTHWEST TERRITORIES","60.87","-114.37","224.00","2203101","","","1975","1988","","","1975","1988","1975","1988"
"PINE POINT","NORTHWEST TERRITORIES","60.83","-114.47","237.70","2203100","","","1953","1965","","","1953","1965","1953","1965"
"PINE PORTAGE","ONTARIO","49.30","-88.32","233.20","6046549","","","1950","1968","","","1950","1968","1950","1968"
"PINE RIDGE C3","ALBERTA","54.08","-112.27","579.10","3015K2K","","","1979","1982","","","1979","1982","1979","1982"
"PINE RIDGE GEN","ALBERTA","54.08","-112.25","585.20","301E2B2","","","1980","1981","","","1980","1981","1980","1981"
"PINE RIVER","MANITOBA","51.80","-100.57","378.00","5042169","","","1981","2002","","","1981","2002","1981","2002"
"PINE RIVER","MANITOBA","51.72","-100.32","312.40","5042167","","","1963","1967","","","1963","1967","1963","1967"
"PINE RIVER","MANITOBA","51.77","-100.32","302.10","5042168","","","1970","1984","","","1970","1984","1970","1984"
"PINE RIVER","MANITOBA","51.80","-100.57","378.00","5042166","","","2001","2005","","","2001","2005","2001","2005"
"PINE RS","ALBERTA","54.48","-116.98","762.00","3075223","","","1962","1965","","","1962","1965","1962","1965"
"PINEDALE","ALBERTA","53.57","-116.10","944.90","3065B2A","","","1980","1983","","","1980","1983","1980","1983"
"PINERY","ONTARIO","43.25","-81.85","182.90","6126552","","","1979","1984","","","1979","1984","1979","1984"
"PINEY","MANITOBA","49.03","-96.01","325.50","5022171","","","1980","2012","","","1980","2012","1980","2007"
"PINEY","MANITOBA","49.08","-95.98","331.00","5022170","","","1959","1964","","","1959","1964","1959","1964"
"PINHORN AGCM","ALBERTA","49.03","-111.03","1061.00","3045100","","PZN","2013","2022","2013","2022","2018","2022","",""
"PINK MOUNTAIN","BRITISH COLUMBIA","57.00","-122.37","1204.00","1186172","","","1973","1982","","","1973","1982","1973","1982"
"PINK MOUNTAIN 2","BRITISH COLUMBIA","57.03","-122.52","1144.00","1186J7K","","","1982","1990","","","1982","1990","1982","1990"
"PINTO LO","ALBERTA","54.78","-119.40","1066.80","3075225","","","1959","2011","","","1959","2011","1959","2007"
"PIPESTONE","MANITOBA","49.53","-100.92","437.40","5012200","","","1899","1985","","","1899","1985","1899","1985"
"PIRATE HARBOUR","NOVA SCOTIA","45.58","-61.38","30.50","8204425","","","1958","1962","","","1958","1962","1958","1962"
"PITT LAKE","BRITISH COLUMBIA","49.43","-122.52","7.60","1106174","","","1958","1959","","","1958","1959","1958","1959"
"PITT MEADOWS A","BRITISH COLUMBIA","49.22","-122.71","3.40","1106177","","YPK","1959","1960","","","1959","1960","1959","1960"
"PITT MEADOWS ALOUETTE RIVER","BRITISH COLUMBIA","49.28","-122.67","6.00","110FJPP","","","1986","1992","","","1986","1992","1986","1992"
"PITT MEADOWS CS","BRITISH COLUMBIA","49.21","-122.69","5.00","1106178","71775","WMM","1993","2022","1994","2022","1993","2022","1993","2007"
"PITT MEADOWS LOUGHEED","BRITISH COLUMBIA","49.23","-122.68","6.10","1106179","","","1960","1969","","","1960","1969","1960","1969"
"PITT MEADOWS STP","BRITISH COLUMBIA","49.22","-122.68","4.90","110FAG9","","","1974","1993","","","1974","1993","1974","1993"
"PITT POLDER","BRITISH COLUMBIA","49.27","-122.63","5.00","1106180","","","1951","2010","","","1951","2010","1951","2007"
"PITT RIVER","BRITISH COLUMBIA","49.25","-122.73","5.50","1106190","","","1957","1959","","","1957","1959","1957","1959"
"PLACENTIA","NEWFOUNDLAND","47.23","-54.02","14.00","8402956","","","1970","1975","1970","1975","1970","1975","1970","1975"
"PLACENTIA JUNCTION","NEWFOUNDLAND","47.40","-53.60","92.00","8402957","","","1989","1990","","","1989","1990","1989","1990"
"PLASTER ROCK","NEW BRUNSWICK","46.90","-67.40","160.00","8104000","","","1947","1993","","","1947","1993","1947","1993"
"PLASTER ROCK NBEPC","NEW BRUNSWICK","46.90","-67.38","140.20","8104001","","","1955","1967","","","1955","1967","1955","1967"
"PLEASANT BAY GRAND ANSE","NOVA SCOTIA","46.82","-60.77","28.90","8204450","","","1955","1996","","","1955","1996","1955","1996"
"PLEASANT CAMP","BRITISH COLUMBIA","59.45","-136.37","274.30","1206197","","","1974","2022","","","1974","2022","1974","2007"
"PLEASANT MOUNTAIN","NEW BRUNSWICK","45.45","-66.83","190.50","8104010","","","1974","1977","","","1974","1977","1974","1977"
"PLEASANT VIEW","ALBERTA","54.96","-113.32","649.00","3065200","","PPV","2015","2022","2015","2022","2018","2022","",""
"PLEASANTDALE","SASKATCHEWAN","52.58","-104.52","533.00","4086136","","","1985","1989","","","1985","1989","1985","1989"
"PLESSISVILLE","QUEBEC","46.20","-71.75","","7026058","","","1947","1948","","","1947","1948","1947","1948"
"PLUM COULEE","MANITOBA","49.05","-97.80","265.20","5022245","","","1961","2003","","","1961","2003","1961","2003"
"PLUM POINT","NEWFOUNDLAND","51.07","-56.88","6.10","8402958","","","1972","2019","","","1972","2019","1972","2006"
"PLUMAS","MANITOBA","50.37","-99.08","281.00","5042240","","","1951","1994","","","1951","1994","1951","1994"
"PLUMAS","MANITOBA","50.42","-99.03","275.80","5042241","","","1970","1988","","","1970","1988","1970","1988"
"POCKWOCK LAKE","NOVA SCOTIA","44.77","-63.83","164.60","8204453","","","1979","2022","","","1979","2022","1979","2006"
"POINT ACONI","NOVA SCOTIA","46.32","-60.33","11.70","8204456","","","1990","2013","","","1990","2013","1990","2006"
"POINT AMOUR","NEWFOUNDLAND","51.47","-56.85","47.20","8502960","","","1889","1935","","","1889","1935","1889","1935"
"POINT ATKINSON","BRITISH COLUMBIA","49.33","-123.26","14.00","1106200","71037","WSB","1968","2022","1996","2022","1968","2022","1968","2001"
"POINT CLARK","ONTARIO","44.08","-81.68","181.40","6126558","","","1871","1913","","","1871","1913","1871","1913"
"POINT EDWARD","NOVA SCOTIA","46.15","-60.23","15.20","8204455","","","1966","1970","","","1966","1970","1966","1970"
"POINT ESCUMINAC","NEW BRUNSWICK","47.12","-64.82","7.90","8104100","","","1885","1951","","","1885","1951","1885","1951"
"POINT ESCUMINAC (AUT)","NEW BRUNSWICK","47.07","-64.80","4.00","8104103","","WPJ","1986","2002","1986","2002","1992","2002","",""
"POINT LEAMINGTON","NEWFOUNDLAND","49.33","-55.40","7.60","8402966","","","1982","2017","","","1982","2017","1982","2006"
"POINT LEPREAU","NEW BRUNSWICK","45.07","66.47","5.30","8104200","","","1872","1952","","","1872","1952","1872","1952"
"POINT LEPREAU CS","NEW BRUNSWICK","45.07","-66.45","6.00","8104201","71699","WPE","1992","2022","1994","2022","1992","2022","1992","2007"
"POINT PELEE","ONTARIO","41.95","-82.52","176.80","613FN58","","","1974","1997","","","1974","1997","1974","1997"
"POINT PELEE CS","ONTARIO","41.95","-82.52","176.80","613P001","71303","XPT","1999","2022","2001","2022","1999","2022","1999","2006"
"POINT PETRE (AUT)","ONTARIO","43.83","-77.15","78.60","6156559","71430","WQP","1992","2022","1993","2022","1992","2022","",""
"POINT TUPPER","NOVA SCOTIA","45.58","-61.33","29.00","8204457","","","1970","1979","","","1970","1979","1970","1979"
"POINT-NO-POINT","BRITISH COLUMBIA","48.41","-123.99","25.00","1016203","","","1990","2005","","","1990","2005","1990","2005"
"POINTE AU CHENE","QUEBEC","45.65","-74.80","51.00","7036063","","","1958","2009","","","1958","2009","1958","2009"
"POINTE AU PERE","QUEBEC","48.50","-68.48","7.60","7056067","","","1873","1982","","","1873","1982","1873","1982"
"POINTE CLAIRE","QUEBEC","45.47","-73.80","41.10","7026073","","","1973","1985","","","1973","1985","1973","1985"
"POINTE CLAVEAU","QUEBEC","48.26","-70.11","4.00","704607C","71189","WQV","1994","2022","1994","2022","1994","2022","",""
"POINTE DE L'EGLISE","NOVA SCOTIA","44.33","-66.12","4.90","8204459","","","1982","1983","","","1982","1983","1982","1983"
"POINTE DE L'ISLET","QUEBEC","48.14","-69.72","7.00","7046059","71190","WQD","1994","2022","1994","2022","1995","2022","",""
"POINTE DES MONTS","QUEBEC","49.28","-67.37","3.00","7046076","","","1882","1900","","","1882","1900","1882","1900"
"POINTE DU BOIS","MANITOBA","50.30","-95.55","300.20","5032249","","","1967","1972","","","1967","1972","1967","1972"
"POINTE DU MOULIN","QUEBEC","45.35","-73.92","38.10","702607F","","","1973","1994","","","1973","1994","1973","1994"
"POINTE FREGATE","QUEBEC","49.20","-64.93","6.10","70560GF","","","1973","1973","","","1973","1973","1973","1973"
"POINTE NOIRE CS","QUEBEC","50.16","-66.43","24.00","704Q003","71390","WIP","1997","2022","1997","2022","1997","2022","",""
"POINTE RICHE","NEWFOUNDLAND","50.70","-57.42","10.70","8402968","","","1882","1947","","","1882","1947","1882","1941"
"POINTE-AU-PERE (INRS)","QUEBEC","48.51","-68.47","4.90","7056068","71554","WYQ","1996","2022","1996","2022","1996","2022","",""
"POINTE-DES-MONTS","QUEBEC","49.32","-67.38","5.90","704F0PN","71427","WTG","1992","2022","1994","2022","1992","2022","",""
"POINTER ISLAND","BRITISH COLUMBIA","52.07","-127.95","6.70","1066202","","","1977","1989","","","1977","1989","1977","1989"
