"mcode","munnom","madr1","madr2","madr3","madr4","mcodpos","mcourriel","mweb","mtel","mfax","mdes","mgentile","regadm","divrec","mrc","mdatcons","mdatregi","msuperf","mpopul","datelec","elecmode","divter","maire","con1","con2","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30","con31","con32","con33","con34","con35","con36","con37","con38","con39","con40","con41","con42","con43","con44","con45","con46","con47","con48","con49","con50","con51","con52","con53","con54","con55","con56","con57","con58","con59","con60","con61","con62","con63","con64","con65","con66","con67","con68","con69","con70","con71","con72","con73","con74","con75","dirgen","dirsecpub","tres","gref","sectres","polic","incen","loisir","trvpub","mesurg","urban","communic","permis","batim","nd"
"06050","Saint-Alexis-de-Matapédia","190, rue Principale","Saint-Alexis-de-Matapédia","C.P. 99","Saint-Alexis-de-Matapédia","G0J2E0","direction@stalexisdematapedia.com","www.matapedialesplateaux.com","4182992030","4182993011","Municipalité","","Gaspésie--Îles-de-la-Madeleine (11)","Avignon (06)","MRC Avignon (060)","1855-07-01","","85.068","516","2025-11-02","B","Sans division","Guy Gallant","Alain Poitras","Cynthia Dufour","Mario Martin","Pierre Denis","Marie-Claude Gallant","Normand Richard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lise Pitre","","","","Lise Pitre","","Pascal Martel","Carole Gallant","Jeannot Dufour","","","","Louis-Pascal Laforest","",""
"51065","Saint-Alexis-des-Monts","101, rue de l'Hôtel-de-Ville","Saint-Alexis-des-Monts","101, rue de l'Hôtel-de-Ville","Saint-Alexis-des-Monts","J0K1V0","info@saint-alexis-des-monts.ca","www.saint-alexis-des-monts.ca","8192652046","8192652481","Paroisse","Aleximontois, oise*","Mauricie (04)","Maskinongé (51)","MRC Maskinongé (510)","1984-04-21","","1138.349","3024","2025-11-02","B","Sans division","Michel Bourassa","Nancy Johnson","Lorraine L. Lambert","Pierre Picotte","Florence Vertefeuille","Alexis Charbonneau","Mélanie Lacoursière","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sylvie Clément CPA","","","","Maryse Allard","","Raymond Beaudoin","","Benoît Désilets","Sylvie Clément CPA","","","Patrick Baril","",""
"27015","Saint-Alfred","9, route du Cap","Saint-Alfred","9, route du Cap","Saint-Alfred","G0M1L0","municipalitestalfred@sogetel.net","www.st-alfred.qc.ca","4187742068","4187742068","Municipalité","Alfredois, oise*","Chaudière-Appalaches (12)","Robert-Cliche (27)","MRC Beauce-Centre (270)","1950-01-01","","44.064","538","2025-11-02","B","Sans division","Jean-Roch Veilleux","Lucie Rodrigue","Gilles Perreault","Line Lachapelle","Dave Bolduc","Chantal Rodrigue","Pascal Maheux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ÉMILIE GAGNÉ","","","","","","","Nancy Bolduc","","","","","","",""
"05065","Saint-Alphonse","127, rue Principale E.","Saint-Alphonse","127, rue Principale E.","Saint-Alphonse","G0C2V0","st-alphonsemuni@globetrotter.net","www.st-alphonsegaspesie.com","4183885214","4183882435","Municipalité","Belgiquois, oise*","Gaspésie--Îles-de-la-Madeleine (11)","Bonaventure (05)","MRC Bonaventure (050)","1902-05-09","","112.173","730","2025-11-02","B","Sans division","Josiane Appleby","Steven Allain","Caroline Bujold","Valérie Cyr-Cayouette","François Poirier","Laurent St-Onge","Yves Barriault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Annick Duguay Cormier","","","","Annick Duguay Cormier","","Réjean-A. Poirier","Poste Vacant","Marc Cormier","Gérard Porlier","","","","Annie Dupéré",""
"47010","Saint-Alphonse-de-Granby","360, rue Principale","Saint-Alphonse-de-Granby","360, rue Principale","Saint-Alphonse-de-Granby","J0E2A0","infos@st-alphonse.qc.ca","www.st-alphonse.qc.ca","4503754570","4503754717","Municipalité","Alphonsois, oise*","Estrie (05)","La Haute-Yamaska (47)","MRC La Haute-Yamaska (470)","1890-12-30","","50.01","3362","2025-11-02","B","Sans division","Marcel Gaudreau","François Vadnais","Gilbert Cabana","Benoît Isaia","Bertrand Dubé","Suzanne Choinière","Alexandre Picard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Annie Lessard","","","","Annie Lessard","","","","Patrick Grisé","Annie Lessard","","","Joey Savaria","",""
"62025","Saint-Alphonse-Rodriguez","101, rue de la Plage","Saint-Alphonse-Rodriguez","101, rue de la Plage","Saint-Alphonse-Rodriguez","J0K1W0","info@munsar.ca","www.munsar.ca","4508832264","4508830833","Municipalité","Rodriguais, aise*","Lanaudière (14)","Matawinie (62)","MRC Matawinie (620)","1855-07-01","","105.382","3397","2025-11-02","B","District","Isabelle Perreault","Virginie Arbour Trépanier","Marie-Eve Boucher","Charles-André Pagé","François Tremblay","Francine Craig","Pierre Lavallée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Elyse Bellerose","","","","Elyse Bellerose","","Bruno Gervais","","","","","","Guillaume Bergeron","Guillaume Bergeron",""
"59015","Saint-Amable","575, rue Principale","Saint-Amable","575, rue Principale","Saint-Amable","J0L1N0","ville@st-amable.qc.ca","www.st-amable.qc.ca","4506493555","4509220728","Ville","Amablien, ienne*","Montérégie (16)","Lajemmerais (59)","MRC Marguerite-D'Youville (590)","1921-06-13","","36.873","13356","2025-11-02","B","District","Stéphane Williams","Marie-Eve Tanguay","Mathieu Daviault","Vicky Langevin","France Gosselin","Robert Gagnon","Dany Charbonneau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jean-Pierre Bouchard","","Josée Desmarais","Isabelle Paquette","","","Sylvain St-Pierre","","Jean-Pierre Viens","","","Mélanie Waldhart","","Charles Gosselin",""
"94255","Saint-Ambroise","330, rue Gagnon","Saint-Ambroise","330, rue Gagnon","Saint-Ambroise","G7P2P9","info@st-ambroise.qc.ca","www.st-ambroise.qc.ca","4186724765","4186726126","Municipalité","Ambroisien, ienne*","Saguenay--Lac-Saint-Jean (02)","Le Saguenay-et-son-Fjord (94)","MRC Le Fjord-du-Saguenay (942)","1971-09-25","","151.608","4037","2025-11-02","B","District","Lucien Gravel","Benoit Brassard","Amélie Audet","Cyrille Dufour","Nathalie Pedneault","Sophie Limoges","Andrée-Anne Caron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marc Dubé","","","","","","Julien Rivard","","Alexandre Ouellet","","","","","",""
"61040","Saint-Ambroise-de-Kildare","850, rue Principale","Saint-Ambroise-de-Kildare","850, rue Principale","Saint-Ambroise-de-Kildare","J0K1C0","info@saintambroise.ca","www.saintambroise.ca","4507554782","4507554784","Municipalité","Ambroisien, ienne*","Lanaudière (14)","Joliette (61)","MRC Joliette (610)","1855-07-01","","67.823","4174","2025-11-02","B","District","Michel Dupuis","Joachim Larochelle-Courchesne","Annie Neveu","Roxane Perreault","Frédéric Bourgeois","Éliane Neveu","Jean Lemieux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","René Charbonneau","","","","René Charbonneau","","Jacques Fortin","","Paul Hioba Hioba","René Charbonneau","","","Alexandra Carrière","",""
"10030","Saint-Anaclet-de-Lessard","318, rue Principale O.","Saint-Anaclet","318, rue Principale O.","Saint-Anaclet","G0K1H0","municipalite@stanaclet.qc.ca","stanaclet.qc.ca","4187232816","4187230436","Paroisse","Anaclois, oise*","Bas-Saint-Laurent (01)","Rimouski-Neigette (10)","MRC Rimouski-Neigette (100)","1859-05-09","","129.266","3048","2025-11-02","B","Sans division","Francis St-Pierre","Anick Blouin","Jean-Denis Bernier","Simon Dubé","Vanessa Lepage-Leclerc","Mélanie Desrosiers","Stéphanie Arsenault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Belzile Louise-Anne","","","","Louise-Anne Belzile","","","","Robin Ruest","","","","Alain Guimond","",""
"80027","Saint-André-Avellin","530, rue Charles-Auguste-Montreuil, Ste 100","Saint-André-Avellin","530, rue Charles-Auguste-Montreuil, Ste 100","Saint-André-Avellin","J0V1W0","info@st-andre-avellin.com","www.ville.st-andre-avellin.qc.ca","8199832318","8199832344","Municipalité","Avellinois, oise*","Outaouais (07)","Papineau (80)","MRC Papineau (800)","1997-12-17","","138.703","3897","2025-11-02","B","Sans division","Jean-René Carrière","Michel Forget","Réal Ducharme","Marc Lemay","Véronique Filion","Mélanie Hotte","Sophie Lamoureux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nathalie Piret","","","","","","Serge Lamothe","Poste Vacant","Pierre Lavergne","Nathalie Piret","Yves Essono","Poste Vacant","Yves Essono","",""
"76008","Saint-André-d'Argenteuil","10, rue de la Mairie","Saint-André-d'Argenteuil","10, rue de la Mairie","Saint-André-d'Argenteuil","J0V1X0","info@stada.ca","www.stada.ca","4505373527","4505373070","Municipalité","Andréen, enne","Laurentides (15)","Argenteuil (76)","MRC Argenteuil (760)","1999-12-29","","101.737","2954","2025-11-02","B","District","Stephen Matthews","Michael Steimer","Patrick Côté","Jacques Decoeur","Jessica Larivière","Audrey Paquette Poulin","Pierre Fournier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Benoit Grimard","","","","Benoit Grimard","","Sylvain Modérie","Karen Bocquet","Marc-André Dumas","","","","Myriam Gauthier","Myriam Gauthier",""
"14040","Saint-André-de-Kamouraska","122A, rue Principale","Saint-André","122A, rue Principale","Saint-André","G0L2H0","direction@standredekamouraska.ca","www.standredekamouraska.ca","4184932085","4184932373","Municipalité","Andréen, enne*","Bas-Saint-Laurent (01)","Kamouraska (14)","MRC Kamouraska (140)","1987-02-14","","456.099","682","2025-11-02","B","Sans division","Gervais Darisse","Suzanne Bossé","Alain Parent","Benoit St-Jean","Guy Lapointe","Ghislaine Chamberland","Josianne Sirois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nathalie Blais","","","","Blais Nathalie","","Robin Laplante","","Guy Vaillancourt","","","","Donald Guy","",""
"06040","Saint-André-de-Restigouche","163, route Principale","Saint-André-de-Restigouche","163, route Principale","Saint-André-de-Restigouche","G0J2G0","m.st.and.restigouche@globetrotter.net","www.matapedialesplateaux.com","4188652234","4188651393","Municipalité","Andrégouchois, Andrégouchoise","Gaspésie--Îles-de-la-Madeleine (11)","Avignon (06)","MRC Avignon (060)","1855-07-01","","144.141","156","2025-11-02","B","Sans division","Doris Deschênes","Roch Gohier","Tammy Arsenault","Edgard Boilard","Patrick Charest","Jean-Paul Landry","Poste Vacant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dubé Karine","","","","","","","","","","","","","",""
"91010","Saint-André-du-Lac-Saint-Jean","11, rue du Collège","Saint-André-du-Lac-Saint-Jean","11, rue du Collège","Saint-André-du-Lac-Saint-Jean","G0W2K0","municipalite@standredulac.qc.ca","www.standredulac.qc.ca","4183498167","4183491019","Village","Andréjeannois, oise*","Saguenay--Lac-Saint-Jean (02)","Le Domaine-du-Roy (91)","MRC Le Domaine-du-Roy (910)","1969-11-29","","149.437","479","2025-11-02","B","Sans division","Claire Desbiens","Annie Desbiens","Claudia Desbiens","Claudia Tremblay","Rémi Brassard","Jean-Denis Martel","Martine Chrétien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Maude Tremblay","","","","Maude Tremblay","","Dany Potvin","","","Maude Tremblay","","","Françis de la Boissière","",""
"69070","Saint-Anicet","335, avenue Jules-Léger","Saint-Anicet","335, avenue Jules-Léger","Saint-Anicet","J0S1M0","info@stanicet.com","www.stanicet.com","4502642555","4502642395","Municipalité","Anicetois, oise*","Montérégie (16)","Le Haut-Saint-Laurent (69)","MRC Le Haut-Saint-Laurent (690)","1855-07-01","","179.523","2786","2025-11-02","B","District","Gino Moretti","Ginette Caza","Marius Trépanier","Audrey Caza","Sylvie Tourangeau","Anne-Marie Leblanc","Lyne Cardinal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Denis Lévesque","","","","Denis Lévesque","","Serge Dancause","","Gabriel Trevino","","","","","Andrea Geary",""
"19062","Saint-Anselme","134, rue Principale","Saint-Anselme","134, rue Principale","Saint-Anselme","G0R2N0","municipalite@st-anselme.ca","www.st-anselme.ca","4188854977","4188859834","Municipalité","Saint-Anselmois, oise*","Chaudière-Appalaches (12)","Bellechasse (19)","MRC Bellechasse (190)","1998-01-07","","75.041","4154","2025-11-02","B","Sans division","Yves Turgeon","Jean-Françcois Carrier","Denise Couture","Simon Roy","Gaétan Turgeon","Jérôme Roy","Alain Carrier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stéphanie Bélanger","","","","Stéphanie Bélanger","","Bruno Caron","","Francis Guay","Stéphanie Bélanger","","","France Lecompte","",""
"33095","Saint-Antoine-de-Tilly","3870, chemin de Tilly","Saint-Antoine-de-Tilly","C.P. 10","Saint-Antoine-de-Tilly","G0S2C0","info@saintantoinedetilly.com","www.saintantoinedetilly.com","4188862441","4188862075","Municipalité","","Chaudière-Appalaches (12)","Lotbinière (33)","MRC Lotbinière (330)","1855-07-01","","59.756","1722","2025-11-02","B","Sans division","Guy Lafleur","Myriam Lambert-Dumas","Christiane Nadeau","Jérôme Pagé","Valérie Caron","Louis-Gabriel Bélanger","Gaétan Laliberté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Diane Laroche","","","","","","Martin Simon","","Gaétan Baron","Martin Simon","","Lucie Brunet","Claude Pelletier","",""
"18070","Saint-Antoine-de-l'Isle-aux-Grues","107, chemin de la Volière","L'Isle-aux-Grues","107, chemin de la Volière","L'Isle-aux-Grues","G0R1P0","municipalite@isle-aux-grues.com","www.isle-aux-grues.com/","4182488060","4182487955","Paroisse","Gruois, oise*","Chaudière-Appalaches (12)","Montmagny (18)","MRC Montmagny (180)","1860-01-01","","24.156","146","2025-11-02","B","Sans division","Pierre Gariepy","Simon Nadeau","Édith Rousseau","Yvon Roy","Pierre Larouche","Luc Vézina","Michel Rousseau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sylvie Dorval","","","","Sylvie Dorval","","","","","","","","","",""
"57075","Saint-Antoine-sur-Richelieu","1060, rue du Moulin-Payet, Bur. 1","Saint-Antoine-sur-Richelieu","1060, rue du Moulin-Payet, Bur. 1","Saint-Antoine-sur-Richelieu","J0L1R0","direction.generale@sasr.ca","www.saint-antoine-sur-richelieu.ca","4507873497","4507872852","Municipalité","Antonien, ienne*","Montérégie (16)","La Vallée-du-Richelieu (57)","MRC La Vallée-du-Richelieu (570)","1982-11-06","","67.889","1780","2025-11-02","B","Sans division","Jonathan Chalifoux","David Cormier","Germain Pitre","Louis-Philippe Laprade","Réjean Collette","Marc-André Girard-Provost","Robert Mayrand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cynthia Bossé","","","","","","Mathieu Lachance","","","","","","Mohcine El Assal","",""
